PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"27486573","Chemical Pesticides and Human Health: The Urgent Need for a New Concept in Agriculture","Nicolopoulou-Stamati P, Maipas S, Kotampasi C, Stamatis P, Hens L.","Front Public Health. 2016 Jul 18;4:148. doi: 10.3389/fpubh.2016.00148. eCollection 2016.","Nicolopoulou-Stamati P","Front Public Health","2016","2016/08/04","PMC4947579","","10.3389/fpubh.2016.00148"
"37113785","Widespread use of toxic agrochemicals and pesticides for agricultural products storage in Africa and developing countries: Possible panacea for ecotoxicology and health implications","Anaduaka EG, Uchendu NO, Asomadu RO, Ezugwu AL, Okeke ES, Chidike Ezeorba TP.","Heliyon. 2023 Apr 6;9(4):e15173. doi: 10.1016/j.heliyon.2023.e15173. eCollection 2023 Apr.","Anaduaka EG","Heliyon","2023","2023/04/28","PMC10126862","","10.1016/j.heliyon.2023.e15173"
"26848668","Environmental Chemical Assessment in Clinical Practice: Unveiling the Elephant in the Room","Bijlsma N, Cohen MM.","Int J Environ Res Public Health. 2016 Feb 2;13(2):181. doi: 10.3390/ijerph13020181.","Bijlsma N","Int J Environ Res Public Health","2016","2016/02/06","PMC4772201","","10.3390/ijerph13020181"
"35162359","Polycystic Ovary Syndrome: An Evolutionary Adaptation to Lifestyle and the Environment","Parker J, O'Brien C, Hawrelak J, Gersh FL.","Int J Environ Res Public Health. 2022 Jan 25;19(3):1336. doi: 10.3390/ijerph19031336.","Parker J","Int J Environ Res Public Health","2022","2022/02/15","PMC8835454","","10.3390/ijerph19031336"
"37940098","Educating the public about toxic chemicals that we unknowingly consume: A potential important role for the practicing pharmacists","Al-Horani RA, Ayyad A.","J Am Pharm Assoc (2003). 2024 Mar-Apr;64(2):355-363. doi: 10.1016/j.japh.2023.11.007. Epub 2023 Nov 7.","Al-Horani RA","J Am Pharm Assoc (2003)","2024","2023/11/08","PMC10947896","NIHMS1954464","10.1016/j.japh.2023.11.007"
"33815286","Could Glyphosate and Glyphosate-Based Herbicides Be Associated With Increased Thyroid Diseases Worldwide?","Romano RM, de Oliveira JM, de Oliveira VM, de Oliveira IM, Torres YR, Bargi-Souza P, Martino Andrade AJ, Romano MA.","Front Endocrinol (Lausanne). 2021 Mar 19;12:627167. doi: 10.3389/fendo.2021.627167. eCollection 2021.","Romano RM","Front Endocrinol (Lausanne)","2021","2021/04/05","PMC8018287","","10.3389/fendo.2021.627167"
"39997364","Risk Assessment Arising from the Exposure of Terrestrial Vertebrates to Soil Contamination: Learning from Field Lizards of the Podarcis Genus","Scudiero R, Chianese T, Cretì P, Rosati L.","J Xenobiot. 2025 Feb 1;15(1):21. doi: 10.3390/jox15010021.","Scudiero R","J Xenobiot","2025","2025/02/25","PMC11855989","","10.3390/jox15010021"
"31920955","Pesticides With Potential Thyroid Hormone-Disrupting Effects: A Review of Recent Data","Leemans M, Couderq S, Demeneix B, Fini JB.","Front Endocrinol (Lausanne). 2019 Dec 9;10:743. doi: 10.3389/fendo.2019.00743. eCollection 2019.","Leemans M","Front Endocrinol (Lausanne)","2019","2020/01/11","PMC6915086","","10.3389/fendo.2019.00743"
"34831302","Review: Mechanisms of Glyphosate and Glyphosate-Based Herbicides Action in Female and Male Fertility in Humans and Animal Models","Serra L, Estienne A, Vasseur C, Froment P, Dupont J.","Cells. 2021 Nov 8;10(11):3079. doi: 10.3390/cells10113079.","Serra L","Cells","2021","2021/11/27","PMC8622223","","10.3390/cells10113079"
"39649382","Chemical contaminants and environmental stressors induced teratogenic effect in aquatic ecosystem - A comprehensive review","Madesh S, Gopi S, Sau A, Rajagopal R, Namasivayam SKR, Arockiaraj J.","Toxicol Rep. 2024 Nov 19;13:101819. doi: 10.1016/j.toxrep.2024.101819. eCollection 2024 Dec.","Madesh S","Toxicol Rep","2024","2024/12/09","PMC11625353","","10.1016/j.toxrep.2024.101819"
"35740142","Triclosan: A Small Molecule with Controversial Roles","Sinicropi MS, Iacopetta D, Ceramella J, Catalano A, Mariconda A, Pellegrino M, Saturnino C, Longo P, Aquaro S.","Antibiotics (Basel). 2022 May 30;11(6):735. doi: 10.3390/antibiotics11060735.","Sinicropi MS","Antibiotics (Basel)","2022","2022/06/24","PMC9220381","","10.3390/antibiotics11060735"
"36908414","Adverse health effects of emerging contaminants on inflammatory bowel disease","Chen X, Wang S, Mao X, Xiang X, Ye S, Chen J, Zhu A, Meng Y, Yang X, Peng S, Deng M, Wang X.","Front Public Health. 2023 Feb 24;11:1140786. doi: 10.3389/fpubh.2023.1140786. eCollection 2023.","Chen X","Front Public Health","2023","2023/03/13","PMC9999012","","10.3389/fpubh.2023.1140786"
"39717852","A systematic review of pesticide exposure, associated risks, and long-term human health impacts","Shekhar C, Khosya R, Thakur K, Mahajan D, Kumar R, Kumar S, Sharma AK.","Toxicol Rep. 2024 Nov 30;13:101840. doi: 10.1016/j.toxrep.2024.101840. eCollection 2024 Dec.","Shekhar C","Toxicol Rep","2024","2024/12/24","PMC11664077","","10.1016/j.toxrep.2024.101840"
"38623208","Pesticides impacts on human health and the environment with their mechanisms of action and possible countermeasures","Ahmad MF, Ahmad FA, Alsayegh AA, Zeyaullah M, AlShahrani AM, Muzammil K, Saati AA, Wahab S, Elbendary EY, Kambal N, Abdelrahman MH, Hussain S.","Heliyon. 2024 Apr 4;10(7):e29128. doi: 10.1016/j.heliyon.2024.e29128. eCollection 2024 Apr 15.","Ahmad MF","Heliyon","2024","2024/04/16","PMC11016626","","10.1016/j.heliyon.2024.e29128"
"41012373","Exposure to Kalach, a Glyphosate-Based Herbicide, During Pregnancy and Lactation Induces Hypothyroidism and Bone Disorders in Rat Offspring","Hamdaoui L, El Feki H, Ben Amor M, Oudadesse H, Atwan M, Mohajja Alshammari A, Brahmi F, Ben-Nasr H, Badraoui R, Rebai T.","Toxics. 2025 Sep 4;13(9):752. doi: 10.3390/toxics13090752.","Hamdaoui L","Toxics","2025","2025/09/27","PMC12473632","","10.3390/toxics13090752"
"37112557","Contaminants of Emerging Concern (CECs) and Male Reproductive Health: Challenging the Future with a Double-Edged Sword","Marcu D, Keyser S, Petrik L, Fuhrimann S, Maree L.","Toxics. 2023 Mar 30;11(4):330. doi: 10.3390/toxics11040330.","Marcu D","Toxics","2023","2023/04/28","PMC10141735","","10.3390/toxics11040330"
"40760453","Epitranscriptomic alterations induced by environmental toxins: implications for RNA modifications and disease","Alum EU, Ejemot-Nwadiaro RI, Basajja M, Uti DE, Ugwu OP, Aja PM.","Genes Environ. 2025 Aug 4;47(1):14. doi: 10.1186/s41021-025-00337-9.","Alum EU","Genes Environ","2025","2025/08/05","PMC12323242","","10.1186/s41021-025-00337-9"
"35328887","Impact of Pesticides on Human Health in the Last Six Years in Brazil","Lopes-Ferreira M, Maleski ALA, Balan-Lima L, Bernardo JTG, Hipolito LM, Seni-Silva AC, Batista-Filho J, Falcao MAP, Lima C.","Int J Environ Res Public Health. 2022 Mar 9;19(6):3198. doi: 10.3390/ijerph19063198.","Lopes-Ferreira M","Int J Environ Res Public Health","2022","2022/03/25","PMC8951416","","10.3390/ijerph19063198"
"34824981","Updating the European Union's regulation on classification, labelling and packaging of substances and mixtures (CLP): A key opportunity for consumers, workers and stakeholders with interests in the legislation and toxicology of hazardous chemicals","Vinceti SR, Docea AO, Tsitsimpikou C, Filippini T.","Toxicol Rep. 2021 Nov 17;8:1865-1868. doi: 10.1016/j.toxrep.2021.11.011. eCollection 2021.","Vinceti SR","Toxicol Rep","2021","2021/11/26","PMC8604748","","10.1016/j.toxrep.2021.11.011"
"39328626","A Scientific Review of Pesticides: Classification, Toxicity, Health Effects, Sustainability, and Environmental Impact","Garud A, Pawar S, Patil MS, Kale SR, Patil S.","Cureus. 2024 Aug 27;16(8):e67945. doi: 10.7759/cureus.67945. eCollection 2024 Aug.","Garud A","Cureus","2024","2024/09/27","PMC11426366","","10.7759/cureus.67945"
"40270588","The key characteristics concept","Smith MT.","Curr Opin Toxicol. 2025 Mar;41:100515. doi: 10.1016/j.cotox.2024.100515.","Smith MT","Curr Opin Toxicol","2025","2025/04/24","PMC12017793","NIHMS2063010","10.1016/j.cotox.2024.100515"
"38393206","Toxicity of Metal Oxides, Dyes, and Dissolved Organic Matter in Water: Implications for the Environment and Human Health","Kolya H, Kang CW.","Toxics. 2024 Jan 28;12(2):111. doi: 10.3390/toxics12020111.","Kolya H","Toxics","2024","2024/02/23","PMC10892313","","10.3390/toxics12020111"
"38751624","Glyphosate: Hepatotoxicity, Nephrotoxicity, Hemotoxicity, Carcinogenicity, and Clinical Cases of Endocrine, Reproductive, Cardiovascular, and Pulmonary System Intoxication","Mazuryk J, Klepacka K, Kutner W, Sharma PS.","ACS Pharmacol Transl Sci. 2024 Apr 8;7(5):1205-1236. doi: 10.1021/acsptsci.4c00046. eCollection 2024 May 10.","Mazuryk J","ACS Pharmacol Transl Sci","2024","2024/05/16","PMC11092036","","10.1021/acsptsci.4c00046"
"39199372","Use of Cosmetics in Pregnancy and Neurotoxicity: Can It Increase the Risk of Congenital Enteric Neuropathies?","Jones K, Wessel LM, Schäfer KH, Tapia-Laliena MÁ.","Biomolecules. 2024 Aug 10;14(8):984. doi: 10.3390/biom14080984.","Jones K","Biomolecules","2024","2024/08/29","PMC11352589","","10.3390/biom14080984"
"34150527","Pesticides: formulants, distribution pathways and effects on human health - a review","Kalyabina VP, Esimbekova EN, Kopylova KV, Kratasyuk VA.","Toxicol Rep. 2021 Jun 6;8:1179-1192. doi: 10.1016/j.toxrep.2021.06.004. eCollection 2021.","Kalyabina VP","Toxicol Rep","2021","2021/06/21","PMC8193068","","10.1016/j.toxrep.2021.06.004"
"39456934","Probiotics as Potential Tool to Mitigate Nucleotide Metabolism Alterations Induced by DiNP Dietary Exposure in Danio rerio","Giommi C, Maradonna F, Ladisa C, Habibi HR, Carnevali O.","Int J Mol Sci. 2024 Oct 17;25(20):11151. doi: 10.3390/ijms252011151.","Giommi C","Int J Mol Sci","2024","2024/10/26","PMC11508264","","10.3390/ijms252011151"
"36231509","Chlorpyrifos Occurrence and Toxicological Risk Assessment: A Review","Wołejko E, Łozowicka B, Jabłońska-Trypuć A, Pietruszyńska M, Wydro U.","Int J Environ Res Public Health. 2022 Sep 26;19(19):12209. doi: 10.3390/ijerph191912209.","Wołejko E","Int J Environ Res Public Health","2022","2022/10/14","PMC9566616","","10.3390/ijerph191912209"
"40418353","Toxicological concerns regarding glyphosate, its formulations, and co-formulants as environmental pollutants: a review of published studies from 2010 to 2025","Klátyik S, Simon G, Takács E, Oláh M, Zaller JG, Antoniou MN, Benbrook C, Mesnage R, Székács A.","Arch Toxicol. 2025 Aug;99(8):3169-3203. doi: 10.1007/s00204-025-04076-2. Epub 2025 May 26.","Klátyik S","Arch Toxicol","2025","2025/05/26","PMC12367998","","10.1007/s00204-025-04076-2"
"38250986","Proposing Effective Ecotoxicity Test Species for Chemical Safety Assessment in East Asia: A Review","Lee JW, Shim I, Park K.","Toxics. 2023 Dec 30;12(1):30. doi: 10.3390/toxics12010030.","Lee JW","Toxics","2023","2024/01/22","PMC10819827","","10.3390/toxics12010030"
"25199954","Environmental chemical exposures and autism spectrum disorders: a review of the epidemiological evidence","Kalkbrenner AE, Schmidt RJ, Penlesky AC.","Curr Probl Pediatr Adolesc Health Care. 2014 Nov;44(10):277-318. doi: 10.1016/j.cppeds.2014.06.001. Epub 2014 Sep 5.","Kalkbrenner AE","Curr Probl Pediatr Adolesc Health Care","2014","2014/09/10","PMC4855851","NIHMS780397","10.1016/j.cppeds.2014.06.001"
"37368573","Effect of Pesticide Vinclozolin Toxicity Exposure on Cardiac Oxidative Stress and Myocardial Damage","Peritore AF, Franco GA, Molinari F, Arangia A, Interdonato L, Marino Y, Cuzzocrea S, Gugliandolo E, Britti D, Crupi R.","Toxics. 2023 May 23;11(6):473. doi: 10.3390/toxics11060473.","Peritore AF","Toxics","2023","2023/06/27","PMC10305304","","10.3390/toxics11060473"
"33227979","Control of Adipose Cell Browning and Its Therapeutic Potential","Lizcano F, Arroyave F.","Metabolites. 2020 Nov 19;10(11):471. doi: 10.3390/metabo10110471.","Lizcano F","Metabolites","2020","2020/11/24","PMC7699191","","10.3390/metabo10110471"
"37756105","Could Exposure to Glyphosate Pose a Risk to the Survival of Wild Animals? A Case Study on the Field Lizard Podarcis siculus","Chianese T, Cominale R, Scudiero R, Rosati L.","Vet Sci. 2023 Sep 21;10(9):583. doi: 10.3390/vetsci10090583.","Chianese T","Vet Sci","2023","2023/09/27","PMC10535126","","10.3390/vetsci10090583"
"35377194","Association of Glyphosate Exposure with Blood DNA Methylation in a Cross-Sectional Study of Postmenopausal Women","Lucia RM, Huang WL, Pathak KV, McGilvrey M, David-Dirgo V, Alvarez A, Goodman D, Masunaka I, Odegaard AO, Ziogas A, Pirrotte P, Norden-Krichmar TM, Park HL.","Environ Health Perspect. 2022 Apr;130(4):47001. doi: 10.1289/EHP10174. Epub 2022 Apr 4.","Lucia RM","Environ Health Perspect","2022","2022/04/04","PMC8978648","","10.1289/EHP10174"
"36060785","Current status of pesticide effects on environment, human health and it's eco-friendly management as bioremediation: A comprehensive review","Pathak VM, Verma VK, Rawat BS, Kaur B, Babu N, Sharma A, Dewali S, Yadav M, Kumari R, Singh S, Mohapatra A, Pandey V, Rana N, Cunill JM.","Front Microbiol. 2022 Aug 17;13:962619. doi: 10.3389/fmicb.2022.962619. eCollection 2022.","Pathak VM","Front Microbiol","2022","2022/09/05","PMC9428564","","10.3389/fmicb.2022.962619"
"37876981","Atrazine: cytotoxicity, oxidative stress, apoptosis, testicular effects and chemopreventive Interventions","Abarikwu SO, Ezim OE, Ikeji CN, Farombi EO.","Front Toxicol. 2023 Oct 9;5:1246708. doi: 10.3389/ftox.2023.1246708. eCollection 2023.","Abarikwu SO","Front Toxicol","2023","2023/10/25","PMC10590919","","10.3389/ftox.2023.1246708"
"39364263","Microbial degradation of contaminants of emerging concern: metabolic, genetic and omics insights for enhanced bioremediation","Shah BA, Malhotra H, Papade SE, Dhamale T, Ingale OP, Kasarlawar ST, Phale PS.","Front Bioeng Biotechnol. 2024 Sep 19;12:1470522. doi: 10.3389/fbioe.2024.1470522. eCollection 2024.","Shah BA","Front Bioeng Biotechnol","2024","2024/10/04","PMC11446756","","10.3389/fbioe.2024.1470522"
"36422919","Cytotoxicity Mechanisms of Eight Major Herbicide Active Ingredients in Comparison to Their Commercial Formulations","Ferguson S, Mesnage R, Antoniou MN.","Toxics. 2022 Nov 21;10(11):711. doi: 10.3390/toxics10110711.","Ferguson S","Toxics","2022","2022/11/24","PMC9699558","","10.3390/toxics10110711"
"39359637","Overview of human health effects related to glyphosate exposure","Galli FS, Mollari M, Tassinari V, Alimonti C, Ubaldi A, Cuva C, Marcoccia D.","Front Toxicol. 2024 Sep 18;6:1474792. doi: 10.3389/ftox.2024.1474792. eCollection 2024.","Galli FS","Front Toxicol","2024","2024/10/03","PMC11445186","","10.3389/ftox.2024.1474792"
"36135714","Pesticide Pollution: Detrimental Outcomes and Possible Mechanisms of Fish Exposure to Common Organophosphates and Triazines","Khatib I, Rychter P, Falfushynska H.","J Xenobiot. 2022 Sep 2;12(3):236-265. doi: 10.3390/jox12030018.","Khatib I","J Xenobiot","2022","2022/09/22","PMC9500960","","10.3390/jox12030018"
"41304523","Glyphosate Use in Crop Systems: Risks to Health and Sustainable Alternatives","Aoun PG, Khairallah W, Rejeb A, Haddarah A.","Toxics. 2025 Nov 12;13(11):971. doi: 10.3390/toxics13110971.","Aoun PG","Toxics","2025","2025/11/27","PMC12709226","","10.3390/toxics13110971"
"39165249","Decreased activity in zebrafish larvae exposed to glyphosate-based herbicides during development-potential mediation by glucocorticoid receptor","Spulber S, Reis L, Alexe P, Ceccatelli S.","Front Toxicol. 2024 Aug 6;6:1397477. doi: 10.3389/ftox.2024.1397477. eCollection 2024.","Spulber S","Front Toxicol","2024","2024/08/21","PMC11333450","","10.3389/ftox.2024.1397477"
"34829809","Microbiome First Approaches to Rescue Public Health and Reduce Human Suffering","Dietert RR.","Biomedicines. 2021 Oct 30;9(11):1581. doi: 10.3390/biomedicines9111581.","Dietert RR","Biomedicines","2021","2021/11/27","PMC8615664","","10.3390/biomedicines9111581"
"34305812","Glyphosate Herbicide: Reproductive Outcomes and Multigenerational Effects","Milesi MM, Lorenz V, Durando M, Rossetti MF, Varayoud J.","Front Endocrinol (Lausanne). 2021 Jul 7;12:672532. doi: 10.3389/fendo.2021.672532. eCollection 2021.","Milesi MM","Front Endocrinol (Lausanne)","2021","2021/07/26","PMC8293380","","10.3389/fendo.2021.672532"
